,Template,edit_site,change_H,change_C,change_S,Frequency
18351,[C:2]-[C:3]-[N:1]>>[N:1].[C:2].O=[N+](-[C:3])-[O-]_111_000_000,"{'A': [], 'B': [(1, 3), (2, 3)], 'C': [], 'R': []}","{1: 1, 3: 1, 2: 1}","{1: 0, 3: 0, 2: 0}","{1: 0, 3: 0, 2: 0}",1
18352,[S:1]=[O:2]>>[S:1].I-[O:2]-C(=O)-C-c1:c:c:c:c:c:1-C-C(=O)-[O-]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
18353,[N:1]-[N:2]>>[N:1].C-N1-C-C-[N:2](-c2:c:c:c(-[N+](=O)-[O-]):c:c:2)-S-1(=O)=O_1-2_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: -2}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
18354,[c:1]-[O:2]>>[c:1].O-B(-O)-c1:c:c:c:c(-[O:2]):c:1_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",2
18355,[C:1]-[C:3]=[O:2]>>C-N-C-C-N-[C:1].C-[O:2]-[C:3]=O_000_000_000,"{'A': [2], 'B': [(1, 3)], 'C': [], 'R': []}","{3: 0, 2: 0, 1: 0}","{3: 0, 2: 0, 1: 0}","{3: 0, 2: 0, 1: 0}",1
18356,[O:2]=[C:1]-[O:3]>>[C:1]-[O:2].[O:3]-c1:c:c:c:c:c:1_210_000_000,"{'A': [], 'B': [(1, 3)], 'C': [], 'R': []}","{3: 0, 1: 2, 2: 1}","{3: 0, 1: 0, 2: 0}","{3: 0, 1: 0, 2: 0}",1
18357,[C:2]-[N:1]-[C:3]-[O:4]>>[N:1].C-O-[C:2].[C:3]=[O:4]_200-1_0000_0000,"{'A': [], 'B': [(1, 3), (1, 2)], 'C': [], 'R': []}","{3: 0, 4: -1, 2: 0, 1: 2}","{3: 0, 4: 0, 2: 0, 1: 0}","{3: 0, 4: 0, 2: 0, 1: 0}",1
18358,[C:1]-[Cl:2]>>C-N(-C)-[C:1].Cl-S(=O)-[Cl:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
18359,[O:2]=[C:1]-[O:3]>>[C:1]-[O:2].C-C-C-C-C-C-C(-C-C)-C-[O:3]_210_000_000,"{'A': [], 'B': [(1, 3)], 'C': [], 'R': []}","{3: 0, 1: 2, 2: 1}","{3: 0, 1: 0, 2: 0}","{3: 0, 1: 0, 2: 0}",1
18360,[P:1]=[O:2]>>[P:1].[O:2]_02_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 2}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
18361,[C:2]-[N:3]-[O:1]>>[O:1].O-[C:2].O-[N:3]_101_000_000,"{'A': [], 'B': [(2, 3), (1, 3)], 'C': [], 'R': []}","{2: 0, 3: 1, 1: 1}","{2: 0, 3: 0, 1: 0}","{2: 0, 3: 0, 1: 0}",1
18362,[C:1]-[Cl:2]>>O-[C:1].[Cl:2]-c1:c:c:c:c:c:1_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
18363,[N:1]-[C:2]>>[N:1].C-[C:2]-O-C(=O)-c1:o:c2:c:c:c:c(-C(-N)=O):c:2:c:1-C_1-1_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: -1, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
18364,[C:1]-[O:2]>>F-C(-F)(-F)-[C:1].C-O-C1=N-C(-C(-C)-C)-C(-O-C)=N-C-1-C-C-[O:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
18365,[N:1]-[C:2]>>O=[N:1]-[O-].[C:2]-N-c1:c:c:c:c2:c:1-C-C-C-2_-10_10_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: -1, 2: 0}","{1: 1, 2: 0}","{1: 0, 2: 0}",1
18366,[N:1]-[C:3].[C:2]-[N:4]>>[N:1].O-[C:2].[C:3]-[N:4]_1000_0000_0000,"{'A': [], 'B': [(1, 3), (2, 4)], 'C': [], 'R': []}","{3: 0, 4: 0, 2: 0, 1: 1}","{3: 0, 4: 0, 2: 0, 1: 0}","{3: 0, 4: 0, 2: 0, 1: 0}",1
18367,[C:1]-[C:2]>>[C:1]-[Mg+].C-O-C(=O)-O-[C:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
18368,[C:1]-[O:2]>>[C:1].C-N1-C-C-C-C-1=[O:2]_1-1_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: -1}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
18369,[N:2]-[C:1]=[O:3]>>[C:1]#[N:2].C-S(=O)(=O)-[O:3]_0-21_000_000,"{'A': [], 'B': [(1, 3)], 'C': [], 'R': []}","{1: 0, 2: -2, 3: 1}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",1
18370,[C:1]-[N:4]-[N:3]=[N:2]>>C-C(=O)-O-[C:1].[N:2]-[N:3]=[N:4]_0100_0000_0000,"{'A': [], 'B': [(1, 4)], 'C': [(3, 2), (2, 3)], 'R': []}","{1: 0, 4: 0, 3: 0, 2: 1}","{1: 0, 4: 0, 3: 0, 2: 0}","{1: 0, 4: 0, 3: 0, 2: 0}",1
18371,[Br:1]-[C:2]>>[Br:1].O=C(-[O-])-C-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
18372,[N:2]-[C:1]=[O:3]>>[C:1]#[N:2].C-c1:c:c:n:c:c:1-c1:c(-C#N):c:c2:n:1-C-C-N(-C(=O)-[O:3]-C(-C)(-C)-C)-C-2_0-20_000_000,"{'A': [], 'B': [(1, 3)], 'C': [], 'R': []}","{1: 0, 2: -2, 3: 0}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",1
18373,[C:1]-[C:2]>>[C:1].O=C1-C-C-C-C-C-C-C-C-C-C-C(-[C:2])-C-C-O-1_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
18374,[C:2]-[C:3](=[O:4])-[O:1]>>[O:1].O-[C:2].[C:3]-[O:4]_1030_000-1_0000,"{'A': [], 'B': [(1, 3), (2, 3)], 'C': [], 'R': []}","{3: 3, 4: 0, 1: 1, 2: 0}","{3: 0, 4: -1, 1: 0, 2: 0}","{3: 0, 4: 0, 1: 0, 2: 0}",1
18375,[Cl:1]-[C:2]>>[Cl:1].O-C(=O)-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
18376,[N:1]-[C:3]=[S:2]>>[N:1].O-C(=O)-C-[S:2]-[C:3]=S_100_000_000,"{'A': [2], 'B': [(1, 3)], 'C': [], 'R': []}","{3: 0, 2: 0, 1: 1}","{3: 0, 2: 0, 1: 0}","{3: 0, 2: 0, 1: 0}",1
18377,[C:2]-[N:4]-[C:3]-[N:1]>>[N:1].[C:2].[C:3]=[N:4]_110-1_000-1_0000,"{'A': [], 'B': [(1, 3), (2, 4)], 'C': [], 'R': []}","{1: 1, 3: 0, 4: -1, 2: 1}","{1: 0, 3: 0, 4: -1, 2: 0}","{1: 0, 3: 0, 4: 0, 2: 0}",1
18378,[c:1]-[S:2]>>Cl-[c:1].O=[S:2]_00_0-1_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: -1, 1: 0}","{2: 0, 1: 0}",1
18379,[C:1]-[N:3]-[C:2]>>[C:1]-[K].[C:2]=[N:3]_0-10_000_000,"{'A': [], 'B': [(1, 3)], 'C': [], 'R': []}","{3: 0, 2: -1, 1: 0}","{3: 0, 2: 0, 1: 0}","{3: 0, 2: 0, 1: 0}",1
18380,[N:2]-[C:3]=[C:1]>>[C:1].[N:2].C-C(-C)-O-[C:3](-C)-C_210_000_000,"{'A': [], 'B': [(1, 3), (2, 3)], 'C': [], 'R': []}","{1: 2, 3: 0, 2: 1}","{1: 0, 3: 0, 2: 0}","{1: 0, 3: 0, 2: 0}",1
18381,[c:1]-[C:2]>>Cl-[c:1].O-[C:2](=O)-[O-]_0-3_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: -3}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
18382,[C:3]-[S:2](=[O:1])=[O:4]>>[O:1].[S:2].Cl-[C:3].C-C(-C)=[O:4]_1100_-1000_0000,"{'A': [], 'B': [(1, 2), (2, 4), (2, 3)], 'C': [], 'R': []}","{2: 1, 1: 1, 4: 0, 3: 0}","{2: 0, 1: -1, 4: 0, 3: 0}","{2: 0, 1: 0, 4: 0, 3: 0}",1
18383,[c:1]-[F:2]>>C-[Sn](-C)(-C)-[c:1].F-[B-](-F)(-F)-[F:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
18384,[N:1]=[C:2]>>O=[N+](-[O-])-[N:1]-[C:2]_01_00_00,"{'A': [1], 'B': [], 'C': [], 'R': []}","{1: 0, 2: 1}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
18385,[N:1]-[C:2]=[O:3]>>[N:1]-C-c1:c:c:c:c:c:1.O=[C:2]-[O:3]-N1-C(=O)-C-C-C-1=O_000_000_000,"{'A': [3], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",1
18386,[C:1]=[O:2]>>C=C-[C:1]-[O:2]_01_00_00,"{'A': [1], 'B': [], 'C': [], 'R': []}","{1: 0, 2: 1}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
18387,[C:2]-[C:4]=[C:3]-[N:1]>>[N:1].C-O-[C:2].O=[C:3]-[C:4]_1002_0000_0000,"{'A': [], 'B': [(1, 3), (2, 4)], 'C': [], 'R': []}","{3: 0, 4: 2, 2: 0, 1: 1}","{3: 0, 4: 0, 2: 0, 1: 0}","{3: 0, 4: 0, 2: 0, 1: 0}",1
18388,[C:1]-[C:3]-[N:2]>>[C:1]-[N:2].N-C-C-N-C-C-C-N-C-[C:3]-N_000_000_000,"{'A': [], 'B': [(2, 3), (1, 3)], 'C': [], 'R': []}","{2: 0, 3: 0, 1: 0}","{2: 0, 3: 0, 1: 0}","{2: 0, 3: 0, 1: 0}",1
18389,[C:1]=[N:2]>>Cl-[C:1]=O.O=C-[N:2]_-10_0-1_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: -1}","{2: -1, 1: 0}","{2: 0, 1: 0}",1
18390,[C:2]-[C:3]-[c:1]>>[Mg+]-[c:1].O=[C:2].C-C-O-C-[C:3]_0-11_000_000,"{'A': [], 'B': [(2, 3), (1, 3)], 'C': [], 'R': []}","{2: -1, 3: 1, 1: 0}","{2: 0, 3: 0, 1: 0}","{2: 0, 3: 0, 1: 0}",1
18391,[C:1]-[O:2]>>[C:1].F-C(-F)(-F)-C(=O)-O-[IH2](-O-C(=[O:2])-C(-F)(-F)-F)-c1:c:c:c:c:c:1_1-1_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: -1}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
18392,[C:1]-[O:2]-[O:3]>>[C:1].O-[O:2].C-[O:3]_100_0-10_000,"{'A': [], 'B': [(2, 3), (1, 2)], 'C': [], 'R': []}","{3: 0, 2: 0, 1: 1}","{3: 0, 2: -1, 1: 0}","{3: 0, 2: 0, 1: 0}",1
18393,[n:2].[n:1]-[C:3]>>[n:1].[n:2].[C:3]-n1:n:n:c2:c:c:c:c:c:2:1_010_000_000,"{'A': [], 'B': [(1, 3)], 'C': [], 'R': [2, 2]}","{3: 0, 1: 0, 2: 1}","{3: 0, 1: 0, 2: 0}","{3: 0, 1: 0, 2: 0}",1
18394,[C:1]-[N:2]-[C:4]=[O:3]>>[C:1]#[N:2].C-C(=O)-[O:3]-[C:4]_-2-102_0000_0000,"{'A': [3], 'B': [(2, 4)], 'C': [], 'R': []}","{1: -2, 2: -1, 4: 2, 3: 0}","{1: 0, 2: 0, 4: 0, 3: 0}","{1: 0, 2: 0, 4: 0, 3: 0}",1
18395,[C:1]-[C:2]-[C:3]>>[C:1].[C:2]#[C:3]_1-1-2_000_000,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: -1, 3: -2, 1: 1}","{2: 0, 3: 0, 1: 0}","{2: 0, 3: 0, 1: 0}",1
18396,[C:2]-[C:1]-[C:3]>>[C:1].I-[C:2].[C:3]-[Li]_200_000_000,"{'A': [], 'B': [(1, 3), (1, 2)], 'C': [], 'R': []}","{3: 0, 1: 2, 2: 0}","{3: 0, 1: 0, 2: 0}","{3: 0, 1: 0, 2: 0}",1
18397,[O:1]-[C:2]>>[O:1].C-C(-C)(-C)-O-C(=O)-n1:n:c(-c2:c:c:c(-O-[C:2]):c:c:2):c(-C#N):c:1-N_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
18398,[c:1]-[Si:2]>>Br-[c:1].I-[Si:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
18399,[O:1]-[C:2]>>[O:1].O-C-C-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
18400,[C:2]-[C:1]-[C:3]>>Cl-[C:1](-Cl)-Cl.[C:2]-[C:3]_-100_000_000,"{'A': [], 'B': [(1, 3), (1, 2)], 'C': [], 'R': []}","{3: 0, 1: -1, 2: 0}","{3: 0, 1: 0, 2: 0}","{3: 0, 1: 0, 2: 0}",1
18401,[O:1]>>O=C(-[O:1])-c1:c:c:c:c:c:1-[N+](=O)-[O-]_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},1
18402,[C:1]-[N:2]-[C:3]>>[C:1]=[N:2].C-C(=O)-O-[C:3]_-100_000_000,"{'A': [], 'B': [(2, 3)], 'C': [], 'R': []}","{1: -1, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",2
18403,[N:1]=[C:2]-[N:3]>>[N:1].C-S-[C:2]=[N:3]_300_101_000,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{3: 0, 2: 0, 1: 3}","{3: 1, 2: 0, 1: 1}","{3: 0, 2: 0, 1: 0}",1
18404,[C:1]>>C-C-O-[C:1]-O-C-C_-2_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -2},{1: 0},{1: 0},1
18405,[c:1]-[Cl:2]>>C-O-c1:c:c:c(-C(-N-[c:1])-c2:c:c:c(-O-C):c:c:2):c:c:1.C-C(-C)(-C)-O-C(=O)-N(-C1-C-C(-n2:c:n:c3:c(-[Cl:2]):n:c(-Cl):n:c:3:2)-C=C-1)-C(=O)-O-C(-C)(-C)-C_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
18406,[O:1]-[C:2]>>[O:1].O-S(=O)(=O)-O-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
18407,[Cl:1]-[C:2]>>Cl-C-[Cl:1].C-C(=O)-O-[C:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
18408,[C:1]1-[C:3]-[C:2]-1>>[C:1].C1-[C:2]-[C:3]-1_200_000_000,"{'A': [], 'B': [(1, 2), (1, 3)], 'C': [], 'R': []}","{2: 0, 3: 0, 1: 2}","{2: 0, 3: 0, 1: 0}","{2: 0, 3: 0, 1: 0}",1
18409,[n:1]-[O:2]>>[n:1].Cl-c1:c:c2:c:[n+](-[O:2]):c:c:c:2:c:c:1-F_00_-10_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: -1, 2: 0}","{1: 0, 2: 0}",1
18410,[c:1]-[c:2]>>Cl-c1:c:c:c(-[c:1]):c:c:1.Br-c1:n:c(-C(-F)(-F)-F):c(-C(=O)-N-C-C(-C)(-O)-C2-C-C-2):n:c:1-[c:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
18411,[O:1]-[C:2]=[C:3]>>[O:1].C-c1:c:c(-C(-C)(-C)-C):c(-O):c(-[C:2](-C)(-C)-[C:3]):c:1_1-11_000_000,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: -1, 3: 1}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",1
18412,[c:2]-[N:4].[N:1]=[C:3]>>[N:1].Cl-[c:2].[C:3]=[N:4]_200-1_0000_0000,"{'A': [], 'B': [(1, 3), (2, 4)], 'C': [], 'R': []}","{1: 2, 3: 0, 4: -1, 2: 0}","{1: 0, 3: 0, 4: 0, 2: 0}","{1: 0, 3: 0, 4: 0, 2: 0}",1
18413,[C:1]=[N:2]-[O:3]>>O=[C:1].C-C-C-C-O-[N:2]=[O:3]_00-1_000_000,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0, 3: -1}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",1
18414,[C:1]-[N:3]-[C:2]-[N:4]>>C-[C:1].[C:2]=[N:3].C-C(=O)-[N:4]_0000_0000_0000,"{'A': [], 'B': [(1, 3), (2, 4)], 'C': [], 'R': []}","{3: 0, 2: 0, 4: 0, 1: 0}","{3: 0, 2: 0, 4: 0, 1: 0}","{3: 0, 2: 0, 4: 0, 1: 0}",1
18415,[O:1]=[C:2]-[C:3]>>C1-C-C-[O:1]-C-1.C-C(-N-[C:2]=[C:3])-c1:c:c:c:c2:c:c:c:c:c:1:2_00-1_000_000,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 3: -1, 1: 0}","{2: 0, 3: 0, 1: 0}","{2: 0, 3: 0, 1: 0}",1
18416,[C:1]-[c:2]>>C-C-O-[C:1]-C.C-S(=O)(=O)-[c:2]_-10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: -1}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
18417,[O:1]=[C:2]-[O:3]>>O=S(-[O-])-S(-[O-])=[O:1].O=C1-O-C-C(-C-c2:c:c:c:c:c:2)-N-1-[C:2]=[O:3]_00-1_000_000,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 3: -1, 1: 0}","{2: 0, 3: 0, 1: 0}","{2: 0, 3: 0, 1: 0}",1
18418,[C:4].[c:1]-[C:3]#[C:2]>>I-[c:1].[C:2]-[C:3]-O-[C:4]_022-1_0000_0000,"{'A': [4], 'B': [(1, 3)], 'C': [], 'R': []}","{3: 2, 2: 2, 4: -1, 1: 0}","{3: 0, 2: 0, 4: 0, 1: 0}","{3: 0, 2: 0, 4: 0, 1: 0}",1
18419,[O:4]=[S:1](=[O:2])-[c:3]>>[S:1].[O:2].F-[c:3].Cl-c1:c:c:c:c(-C(=O)-O-[O:4]):c:1_1201_0000_0000,"{'A': [], 'B': [(1, 3), (1, 4), (1, 2)], 'C': [], 'R': []}","{1: 1, 3: 0, 4: 1, 2: 2}","{1: 0, 3: 0, 4: 0, 2: 0}","{1: 0, 3: 0, 4: 0, 2: 0}",1
18420,[O:1].[S:2]-[C:3]>>[O:1].[S:2].C-O-[C:3]_-110_-100_000,"{'A': [], 'B': [(2, 3)], 'C': [], 'R': [1]}","{3: 0, 2: 1, 1: -1}","{3: 0, 2: 0, 1: -1}","{3: 0, 2: 0, 1: 0}",1
18421,[C:1]-[C:4]=[C:3]-[C:2]>>[C:1].C-N(-C)-[C:2].C-C-N(-C-C)-[C:3]-[C:4]_1012_0000_0000,"{'A': [], 'B': [(1, 4), (2, 3)], 'C': [], 'R': []}","{1: 1, 4: 2, 3: 1, 2: 0}","{1: 0, 4: 0, 3: 0, 2: 0}","{1: 0, 4: 0, 3: 0, 2: 0}",1
18422,[O:1]=[c:2]:[n:3]>>[O:1].Br-[c:2]:[n:3]_20-1_000_000,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 2, 3: -1}","{2: 0, 1: 0, 3: 0}","{2: 0, 1: 0, 3: 0}",1
18423,[N:1]>>C-C(-C)-[N:1]-C(=O)-[O-]_-2_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -2},{1: 0},{1: 0},1
18424,[O:1]-[C:2]>>C1-C-[O:1]-1.C-n1:c:n:c2:c:1:c(=O):n(-[C:2]):c(=O):n:2-C_-10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: -1}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
18425,[O:1]=[C:2]>>C-C-[O:1].C-C(-N-[C:2])-c1:c:c:c:c:c:1_01_-10_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 1, 1: 0}","{2: 0, 1: -1}","{2: 0, 1: 0}",1
18426,[c:1]-[F:2]>>[c:1].[F:2]-c1:c:c:c2:c:c:[nH]:c:2:c:1_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
18427,[C:1]-[C:2]>>[C:1]-[Mg+].[C:2]-N1-C-C-O-C-C-1_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",2
18428,[c:1]-[O:2]>>[c:1].O-B(-O)-c1:c:c:c:c:c:1-[O:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
18429,[O:1]-[C:2]>>[O:1].[C:2]-O-c1:c:c:c:c2:c:c:[nH]:c:1:2_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
18430,[Cl:1]-[c:2]>>C-C(=O)-[Cl:1].O=[N+](-[O-])-[c:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",2
18431,[c:1]-[O:2]>>C-S(=O)(=O)-[c:1].[O:2]-C-C-c1:c:c:c:c:c:1_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
18432,[n:1].[n:2]-[C:5]-[C:4]=[C:3]>>[n:1].[n:2].Cl-[C:3]-[C:4]=[C:5]_00000_-10000_00000,"{'A': [3], 'B': [(2, 5)], 'C': [], 'R': [1, 1, 1]}","{1: 0, 2: 0, 5: 0, 4: 0, 3: 0}","{1: -1, 2: 0, 5: 0, 4: 0, 3: 0}","{1: 0, 2: 0, 5: 0, 4: 0, 3: 0}",1
18433,[O:1].[O:4].[O:2]-[C:3]>>[O:1].[O:2].[C:3]-[O:4]_-110-1_-1000_0000,"{'A': [4], 'B': [(2, 3)], 'C': [], 'R': [1]}","{2: 1, 3: 0, 4: -1, 1: -1}","{2: 0, 3: 0, 4: 0, 1: -1}","{2: 0, 3: 0, 4: 0, 1: 0}",1
18434,[C:1]-[N:2]>>Cl-[C:1].Cl-c1:c:c:c(-C-[N:2]):s:1_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
18435,[O:1]=[C:2]-[O:3]>>O-[O:1].C-C1-C(-c2:c:c:c:c:c:2)-O-C(=O)-N-1-[C:2]=[O:3]_10-1_000_000,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 3: -1, 1: 1}","{2: 0, 3: 0, 1: 0}","{2: 0, 3: 0, 1: 0}",1
18436,[N:1]-[S:2]>>C-C(-C)(-C)-O-C(=O)-[N:1].N#C-c1:c:c:c2:c(:c:1)-C-C(-N-[S:2])-C-N-2_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
18437,[N:1]-[N:2]>>N-[N:1].[N:2]-C-c1:c:c:c:c:c:1_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
18438,[c:1]-[F:2]>>[c:1].C-C(-C)(-C)-[Si](-C)(-C)-O-C-C1-C-N(-c2:c:c:c(-I):c(-[F:2]):c:2)-C(=O)-O-1_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
18439,[C:1]-[C:3]-[N:2]>>[C:1].[N:2].O-[C:3](=O)-[O-]_11-2_000_000,"{'A': [], 'B': [(2, 3), (1, 3)], 'C': [], 'R': []}","{2: 1, 3: -2, 1: 1}","{2: 0, 3: 0, 1: 0}","{2: 0, 3: 0, 1: 0}",1
18440,[Cl:1]>>C-O-P(-[Cl:1])-N(-C(-C)-C)-C(-C)-C_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},1
18441,[O:1]=[C:2]-[O:3]>>C-C-[O:1].O-C(=O)-C-C1(-c2:c:c:c(-N-[C:2]=[O:3]):c:c:2)-C-c2:c:c:c:c:c:2-C-1_10-1_000_000,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 3: -1, 1: 1}","{2: 0, 3: 0, 1: 0}","{2: 0, 3: 0, 1: 0}",1
18442,[C:1]-[C:2]>>C-C-O-[C:1].O-C(=O)-[C:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
18443,[S:1]-[C:2]>>C-N(-C)-C(=O)-[S:1].C-c1:c:c:c(-S(=O)(=O)-O-[C:2]):c:c:1_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
