,Smiles_template,Smarts_template,edit_site,change_H
19012,[NH]:[C]=O>>C-C(=O)-[O;-1:1].Cl-[c;+0:2]:[n;+1:3],[O;+0:1]=[c;+0:2]:[n;+0:3]>>C-C(=O)-[O;-1:1].Cl-[c;+0:2]:[n;+1:3],"[(2, 1)]","{3: 0, 2: 0, 1: 0}"
19013,CCl>>O-c1:c:c:c(-[Cl;+0:1]):c2:c:c:c:c:c:1:2.[c;+0:2],[Cl;+0:1]-[c;+0:2]>>O-c1:c:c:c(-[Cl;+0:1]):c2:c:c:c:c:c:1:2.[c;+0:2],"[(2, 1)]","{2: 1, 1: 0}"
19014,CN>>C-C-O-[C;+0:1]=O.[N;+1:2],[C;+0:1]-[N;+0:2]>>C-C-O-[C;+0:1]=O.[N;+1:2],"[(1, 2)]","{1: -2, 2: 2}"
19015,CCl>>O-[C;+0:1].O=C(-[Cl;+0:2])-c1:c:n(-c2:c:c:c:c(-c3:c:c:c:c:c:3):c:2):c:n:1,[C;+0:1]-[Cl;+0:2]>>O-[C;+0:1].O=C(-[Cl;+0:2])-c1:c:n(-c2:c:c:c:c(-c3:c:c:c:c:c:3):c:2):c:n:1,"[(1, 2)]","{2: 0, 1: 0}"
19016,CNC>>C-C-O-[C;+0:1].Cl-[c;+0:2].[N;+1:3],[C;+0:1]-[N;+0:3]-[c;+0:2]>>C-C-O-[C;+0:1].Cl-[c;+0:2].[N;+1:3],"[(2, 3), (1, 3)]","{2: 0, 1: 0, 3: 3}"
19017,CCO>>C-C-C(-O-[C;+0:1]-C=C)-C1=C-C(-C)(-C)-N-c2:c:c:c(-c3:c:c:c:c:c:3-O-C):c:c:2-1.[C;+0:2]=[O;+0:3],[C;+0:1]-[C;+0:2]-[O;+0:3]>>C-C-C(-O-[C;+0:1]-C=C)-C1=C-C(-C)(-C)-N-c2:c:c:c(-c3:c:c:c:c:c:3-O-C):c:c:2-1.[C;+0:2]=[O;+0:3],"[(1, 2)]","{2: 0, 3: -1, 1: -1}"
19018,OCCOCCO>>C1-C-C-[O;+0:1]-C-1.[C;+0:2]1-[C;+0:3]-[O;+0:4]-1.[C;+0:5]1-[C;+0:6]-[O;+0:7]-1,[O;+0:4]-[C;+0:3]-[C;+0:2]-[O;+0:1]-[C;+0:5]-[C;+0:6]-[O;+0:7]>>C1-C-C-[O;+0:1]-C-1.[C;+0:2]1-[C;+0:3]-[O;+0:4]-1.[C;+0:5]1-[C;+0:6]-[O;+0:7]-1,"[7, 4, (5, 1), (2, 1)]","{1: 0, 5: 0, 6: 0, 7: -1, 2: 0, 3: 0, 4: -1}"
19019,CO>>Br-[c;+0:1].N#C-c1:c:c:c2:c(:c:1)-[O;+0:2]-C-C-c1:c:c:s:c:1-2,[O;+0:2]-[c;+0:1]>>Br-[c;+0:1].N#C-c1:c:c:c2:c(:c:1)-[O;+0:2]-C-C-c1:c:c:s:c:1-2,"[(1, 2)]","{1: 0, 2: -1}"
19020,N>>C-c1:c:c:c:c(-C):c:1-C(=O)-[N;+0:1],[N;+0:1]>>C-c1:c:c:c:c(-C):c:1-C(=O)-[N;+0:1],[1],{1: -1}
19021,CN>>I-[C;+0:1].[N;+0:2]-C-C(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,[C;+0:1]-[N;+0:2]>>I-[C;+0:1].[N;+0:2]-C-C(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,"[(1, 2)]","{2: 0, 1: 0}"
19022,CC>>C-O-[C;+0:1].C-c1:c:c(-c2:c:c:c:c(-C(=O)-[C;+0:2]):c:2):c:c:n:1,[C;+0:1]-[C;+0:2]>>C-O-[C;+0:1].C-c1:c:c(-c2:c:c:c:c(-C(=O)-[C;+0:2]):c:2):c:c:n:1,"[(1, 2)]","{1: 0, 2: 0}"
19023,C=O>>C1-C-[O;+0:1]-C-C-O-1.[C;+0:2]=C-c1:c:c:c:c:c:1,[O;+0:1]=[C;+0:2]>>C1-C-[O;+0:1]-C-C-O-1.[C;+0:2]=C-c1:c:c:c:c:c:1,"[(2, 1)]","{2: 0, 1: 0}"
19024,N>>C-C(-C)(-C)-C-C(=O)-O-[N;+0:1],[N;+0:1]>>C-C(-C)(-C)-C-C(=O)-O-[N;+0:1],[1],{1: -1}
19025,NS>>C-C(=O)-O-C-[S;+0:1].O-[N;+0:2]-S(-O)(=O)=O,[N;+0:2]-[S;+0:1]>>C-C(=O)-O-C-[S;+0:1].O-[N;+0:2]-S(-O)(=O)=O,"[(2, 1)]","{1: 0, 2: -1}"
19026,C#C>>C-[Si](-C)(-[C;+0:1])-C#C.N#[C;+0:2],[C;+0:2]#[C;+0:1]>>C-[Si](-C)(-[C;+0:1])-C#C.N#[C;+0:2],"[(1, 2)]","{2: 0, 1: 2}"
19027,CO>>C-C(=O)-N-c1:c:c:c(-C):c:c:1-O-[C;+0:1].[O;+0:2],[C;+0:1]-[O;+0:2]>>C-C(=O)-N-c1:c:c:c(-C):c:c:1-O-[C;+0:1].[O;+0:2],"[(1, 2)]","{2: 1, 1: 0}"
19028,CN>>C-[N;+0:1]-C(=O)-[O-].N-C(=O)-[c;+0:2],[N;+0:1]-[c;+0:2]>>C-[N;+0:1]-C(=O)-[O-].N-C(=O)-[c;+0:2],"[(2, 1)]","{2: 0, 1: -1}"
19029,CC.Cl>>O-B(-O)-O-[c;+0:1].[Cl;+0:2]-[c;+0:3],[Cl;+0:2].[c;+0:3]-[c;+0:1]>>O-B(-O)-O-[c;+0:1].[Cl;+0:2]-[c;+0:3],"[2, (1, 3)]","{2: -1, 3: 0, 1: 0}"
19030,C=CC[NH3+].[I-]>>[C;+0:1]=[C;+0:2]-[C;+0:3]-[I;+0:4].[n;+0:5],[C;+0:3]=[C;+0:2]-[C;+0:1]-[n;+1:5].[I;-1:4]>>[C;+0:1]=[C;+0:2]-[C;+0:3]-[I;+0:4].[n;+0:5],"[4, (1, 5)]","{4: 0, 5: 0, 1: 0, 2: 0, 3: 0}"
19031,NCN>>[C;+0:1]=[N;+1:2].[N;+0:3],[N;+0:2]-[C;+0:1]-[N;+0:3]>>[C;+0:1]=[N;+1:2].[N;+0:3],"[(1, 3)]","{3: 1, 1: 0, 2: 0}"
19032,[NH]:C(:[NH])SC[CH]:C:[CH]O>>O=[N+](-[O-])-[c;+0:1]:[c;+0:2]:[c;+0:3]-[C;+0:4]-[S;+0:5]-[c;+0:6](:[n;+0:7]):[n;+0:8].[O;+0:9],[O;+0:9]-[c;+0:1]:[c;+0:2]:[c;+0:3]-[C;+0:4]-[S;+0:5]-[c;+0:6](:[n;+0:7]):[n;+0:8]>>O=[N+](-[O-])-[c;+0:1]:[c;+0:2]:[c;+0:3]-[C;+0:4]-[S;+0:5]-[c;+0:6](:[n;+0:7]):[n;+0:8].[O;+0:9],"[(1, 9)]","{7: 1, 6: 0, 5: 0, 4: 0, 3: 0, 1: 0, 9: 1, 2: 0, 8: -1}"
19033,CS>>C-C(-C)-N-[C;+0:1](-C)-C.[S;+0:2],[C;+0:1]-[S;+0:2]>>C-C(-C)-N-[C;+0:1](-C)-C.[S;+0:2],"[(1, 2)]","{1: -2, 2: 1}"
19034,CC>>F-C(-F)(-F)-S(=O)(=O)-O-[C;+0:1].O-[C;+0:2],[C;+0:2]-[C;+0:1]>>F-C(-F)(-F)-S(=O)(=O)-O-[C;+0:1].O-[C;+0:2],"[(1, 2)]","{2: 0, 1: 0}"
19035,CC[CH]:C:N:C:[NH]>>Br-[c;+0:1].[n;+0:2]:[c;+0:3]:[n;+0:4]:[c;+0:5]:[c;+0:6]-[C;+0:7]-O-n1:n:n:c2:c:c:c:c:c:2:1,[c;+0:1]-[C;+0:7]-[c;+0:6]:[c;+0:5]:[n;+0:4]:[c;+0:3]:[n;+0:2]>>Br-[c;+0:1].[n;+0:2]:[c;+0:3]:[n;+0:4]:[c;+0:5]:[c;+0:6]-[C;+0:7]-O-n1:n:n:c2:c:c:c:c:c:2:1,"[(1, 7)]","{1: 0, 7: 0, 6: 0, 5: 0, 4: 1, 3: 0, 2: -1}"
19036,CNC>>O=[C;+0:1](-[O-])-[O-].[C;-1:2]#[N;+1:3],[C;+0:2]-[N;+0:3]-[C;+0:1]>>O=[C;+0:1](-[O-])-[O-].[C;-1:2]#[N;+1:3],"[(1, 3)]","{3: 0, 2: -3, 1: -3}"
19037,COC>>C-O-[c;+0:1].[C;+0:2]=[O;+0:3],[c;+0:1]-[O;+0:3]-[C;+0:2]>>C-O-[c;+0:1].[C;+0:2]=[O;+0:3],"[(1, 3)]","{1: 0, 3: 0, 2: -1}"
19038,OS>>C-[O;+0:1].Cl-[S;+0:2],[O;+0:1]-[S;+0:2]>>C-[O;+0:1].Cl-[S;+0:2],"[(1, 2)]","{2: 0, 1: 0}"
19039,N=CCCCCO>>O-[C;+0:1]1-[C;+0:2]-[C;+0:3]-[C;+0:4]-[C;+0:5]-[O;+0:6]-1.[N;+0:7],[O;+0:6]-[C;+0:5]-[C;+0:4]-[C;+0:3]-[C;+0:2]-[C;+0:1]=[N;+0:7]>>O-[C;+0:1]1-[C;+0:2]-[C;+0:3]-[C;+0:4]-[C;+0:5]-[O;+0:6]-1.[N;+0:7],"[6, (1, 7)]","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: -1, 7: 2}"
19040,CC(O)O>>C-[Si](-C)(-C)-[C;+0:1]#[C;+0:2].[O;+0:3].[O;+0:4],[C;+0:1]-[C;+0:2](-[O;+0:3])-[O;+0:4]>>C-[Si](-C)(-C)-[C;+0:1]#[C;+0:2].[O;+0:3].[O;+0:4],"[(2, 3), (2, 4)]","{2: 0, 1: -3, 3: 1, 4: 1}"
19041,CBr>>O-[C;+0:1]=O.O=C1-C-C-C(=O)-N-1-[Br;+0:2],[Br;+0:2]-[C;+0:1]>>O-[C;+0:1]=O.O=C1-C-C-C(=O)-N-1-[Br;+0:2],"[(1, 2)]","{1: -2, 2: 0}"
19042,CN>>O=[N;+1:1]-[O-].[C;+0:2]-[O-],[N;+0:1]-[C;+0:2]>>O=[N;+1:1]-[O-].[C;+0:2]-[O-],"[(2, 1)]","{1: -1, 2: 0}"
19043,CO>>F-[C;+0:1].O-C(=O)-[O;-1:2],[C;+0:1]-[O;+0:2]>>F-[C;+0:1].O-C(=O)-[O;-1:2],"[(1, 2)]","{1: 0, 2: -1}"
19044,COC>>I-c1:c:c:c2:c(:c:1)-O-C-[O;+0:1]-2.[C;+0:2].[c;+0:3],[C;+0:2]-[O;+0:1]-[c;+0:3]>>I-c1:c:c:c2:c(:c:1)-O-C-[O;+0:1]-2.[C;+0:2].[c;+0:3],"[(3, 1), (2, 1)]","{3: 1, 2: 1, 1: 0}"
19045,[NH3+][O-]>>Cl-c1:n:[n+](-[O;-1:1]):c2:c3:c(:c:c:c:2:n:1)-C-C-C-3.[n;+0:2],[O;-1:1]-[n;+1:2]>>Cl-c1:n:[n+](-[O;-1:1]):c2:c3:c(:c:c:c:2:n:1)-C-C-C-3.[n;+0:2],"[(2, 1)]","{2: 0, 1: 0}"
19046,NCO>>[C;+0:1]=[N;+0:2].[O;-1:3],[N;+0:2]-[C;+0:1]-[O;+0:3]>>[C;+0:1]=[N;+0:2].[O;-1:3],"[(1, 3)]","{2: -1, 1: 0, 3: 0}"
19047,CCN>>C-C(=O)-[C;+0:1].[C;+0:2].[N;+0:3],[C;+0:2]-[C;+0:1]-[N;+0:3]>>C-C(=O)-[C;+0:1].[C;+0:2].[N;+0:3],"[(1, 2), (1, 3)]","{2: 1, 1: 1, 3: 1}"
19048,CC>>C-n1:n:n:c(-c2:c:c:n:c:c:2):c:1-[c;+0:1].O-c1:c:c:c(-[c;+0:2]):c:c:1,[c;+0:2]-[c;+0:1]>>C-n1:n:n:c(-c2:c:c:n:c:c:2):c:1-[c;+0:1].O-c1:c:c:c(-[c;+0:2]):c:c:1,"[(1, 2)]","{1: 0, 2: 0}"
19049,CP>>C-C-O-[P;+0:1].Cl-[C;+0:2],[P;+0:1]-[C;+0:2]>>C-C-O-[P;+0:1].Cl-[C;+0:2],"[(2, 1)]","{2: 0, 1: 0}"
19050,NN>>C-S-[N;+0:1].[N;+0:2],[N;+0:1]-[N;+0:2]>>C-S-[N;+0:1].[N;+0:2],"[(1, 2)]","{2: 1, 1: 0}"
19051,[NH]:C(:[NH])NCN>>[C;+0:1](-n1:c:c:n:c:1)-n1:c:c:n:c:1.[N;+0:2].[N;+0:3]-[c;+0:4](:[n;+0:5]):[n;+0:6],[N;+0:2]-[C;+0:1]-[N;+0:3]-[c;+0:4](:[n;+0:5]):[n;+0:6]>>[C;+0:1](-n1:c:c:n:c:1)-n1:c:c:n:c:1.[N;+0:2].[N;+0:3]-[c;+0:4](:[n;+0:5]):[n;+0:6],"[(1, 3), (1, 2)]","{1: 0, 3: 1, 4: 0, 5: -1, 6: 1, 2: 1}"
19052,[NH]:[CH]COC=O>>Br-[C;+0:1]-[c;+0:2]:[n;+1:3].[O;+0:4]=[C;+0:5]-[O;-1:6],[n;+0:3]:[c;+0:2]-[C;+0:1]-[O;+0:4]-[C;+0:5]=[O;+0:6]>>Br-[C;+0:1]-[c;+0:2]:[n;+1:3].[O;+0:4]=[C;+0:5]-[O;-1:6],"[(1, 4)]","{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0}"
19053,NS[CH]:[CH]CO>>[C;+0:1]1-[N;+0:2]-[S;+0:3]-[c;+0:4]:[c;+0:5]-1.[O;-1:6],[N;+0:2]-[S;+0:3]-[c;+0:4]:[c;+0:5]-[C;+0:1]-[O;+0:6]>>[C;+0:1]1-[N;+0:2]-[S;+0:3]-[c;+0:4]:[c;+0:5]-1.[O;-1:6],"[2, (1, 6)]","{6: 0, 1: 0, 5: 0, 4: 0, 3: 0, 2: -1}"
19054,C[CH]:C:[CH]CO>>[C;+0:1]1-[O;+0:2]-[C;+0:3]-[c;+0:4]:[c;+0:5]:[c;+0:6]-1,[O;+0:2]-[C;+0:1]-[c;+0:6]:[c;+0:5]:[c;+0:4]-[C;+0:3]>>[C;+0:1]1-[O;+0:2]-[C;+0:3]-[c;+0:4]:[c;+0:5]:[c;+0:6]-1,"[2, 3]","{1: 0, 2: -1, 6: 0, 5: 0, 4: 0, 3: -1}"
19055,O=CNCCO>>C1-C-C-[O;+0:1]-C-1.[C;+0:2]1-[C;+0:3]-[O;+0:4]-[C;+0:5]=[N;+0:6]-1,[O;+0:1]=[C;+0:5]-[N;+0:6]-[C;+0:2]-[C;+0:3]-[O;+0:4]>>C1-C-C-[O;+0:1]-C-1.[C;+0:2]1-[C;+0:3]-[O;+0:4]-[C;+0:5]=[N;+0:6]-1,"[4, (5, 1)]","{2: 0, 6: -1, 5: 0, 1: 0, 3: 0, 4: -1}"
19056,CCl>>O-C(=O)-C(-c1:c:c:c:c:c:1)-n1:c(=O):[nH]:c2:c:c(-[Cl;+0:1]):c:c:c:2:1.[c;+0:2],[Cl;+0:1]-[c;+0:2]>>O-C(=O)-C(-c1:c:c:c:c:c:1)-n1:c(=O):[nH]:c2:c:c(-[Cl;+0:1]):c:c:c:2:1.[c;+0:2],"[(2, 1)]","{2: 1, 1: 0}"
19057,CC>>C-O-C(=O)-C-[C;+0:1].[C;+0:2],[C;+0:1]-[C;+0:2]>>C-O-C(=O)-C-[C;+0:1].[C;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
19058,NC[CH]:C:[CH]C(=O)O>>[O;+0:1]=[C;+0:2]1-[N;+0:3]-[C;+0:4]-[c;+0:5]:[c;+0:6]:[c;+0:7]-1.[O;-1:8],[N;+0:3]-[C;+0:4]-[c;+0:5]:[c;+0:6]:[c;+0:7]-[C;+0:2](-[O;+0:1])=[O;+0:8]>>[O;+0:1]=[C;+0:2]1-[N;+0:3]-[C;+0:4]-[c;+0:5]:[c;+0:6]:[c;+0:7]-1.[O;-1:8],"[3, (2, 8)]","{6: 0, 7: 0, 2: 0, 1: -1, 8: 1, 5: 0, 4: 0, 3: -1}"
19059,CNCCCCN[CH]:C:[CH]C(:[NH]):[NH]>>Cl-[c;+0:1].[N;+0:2]-[C;+0:3]-[C;+0:4]-[C;+0:5]-[C;+0:6]-[N;+0:7]-[c;+0:8]:[c;+0:9]:[c;+0:10]-[c;+0:11](:[n;+0:12]):[n;+0:13],[c;+0:1]-[N;+0:2]-[C;+0:3]-[C;+0:4]-[C;+0:5]-[C;+0:6]-[N;+0:7]-[c;+0:8]:[c;+0:9]:[c;+0:10]-[c;+0:11](:[n;+0:12]):[n;+0:13]>>Cl-[c;+0:1].[N;+0:2]-[C;+0:3]-[C;+0:4]-[C;+0:5]-[C;+0:6]-[N;+0:7]-[c;+0:8]:[c;+0:9]:[c;+0:10]-[c;+0:11](:[n;+0:12]):[n;+0:13],"[(1, 2)]","{12: 1, 13: -1, 11: 0, 10: 0, 9: 0, 8: 0, 7: 0, 6: 0, 5: 0, 4: 0, 3: 0, 2: 1, 1: 0}"
19060,CC>>C-c1:c:c(-[C;+0:1]):c:c(-C):c:1-O.O-C(=O)-[c;+0:2],[C;+0:1]-[c;+0:2]>>C-c1:c:c(-[C;+0:1]):c:c(-C):c:1-O.O-C(=O)-[c;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
19061,CC>>Cl-c1:c:c:c(-[c;+0:1]):c(-Cl):c:1.O-B(-O)-[c;+0:2],[c;+0:2]-[c;+0:1]>>Cl-c1:c:c:c(-[c;+0:1]):c(-Cl):c:1.O-B(-O)-[c;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
19062,C=N.OCC=CCO>>S=[C;+0:1].[N;+0:2].[O;-1:3]-[C;+0:4]-[C;+0:5]=[C;+0:6]-[C;+0:7]-[O;-1:8],[C;+0:1]=[N;+0:2].[O;+0:3]-[C;+0:4]-[C;+0:5]=[C;+0:6]-[C;+0:7]-[O;+0:8]>>S=[C;+0:1].[N;+0:2].[O;-1:3]-[C;+0:4]-[C;+0:5]=[C;+0:6]-[C;+0:7]-[O;-1:8],"[(1, 2)]","{7: 0, 6: 0, 5: 0, 4: 0, 3: -1, 8: -1, 1: 0, 2: 2}"
19063,CN>>C-[C;+0:1](-C)(-C)-[Si](-C)(-C)-Cl.[N;+0:2],[C;+0:1]-[N;+0:2]>>C-[C;+0:1](-C)(-C)-[Si](-C)(-C)-Cl.[N;+0:2],"[(1, 2)]","{2: 1, 1: -3}"
19064,C[CH]:C:N:C:[NH]>>Br-[c;+0:1]:[c;+0:2]:[n;+0:3]:[c;+0:4]:[n;+0:5].C-C-B(-[c;+0:6])-C-C,[c;+0:6]-[c;+0:1]:[c;+0:2]:[n;+0:3]:[c;+0:4]:[n;+0:5]>>Br-[c;+0:1]:[c;+0:2]:[n;+0:3]:[c;+0:4]:[n;+0:5].C-C-B(-[c;+0:6])-C-C,"[(1, 6)]","{1: 0, 6: 0, 5: 1, 4: 0, 3: -1, 2: 0}"
19065,CO>>O=[C;+0:1]-[O-].[O;+0:2],[C;+0:1]-[O;+0:2]>>O=[C;+0:1]-[O-].[O;+0:2],"[(1, 2)]","{2: 1, 1: -2}"
19066,CO>>C-C-C-C-C-C-O-[C;+0:1]=[O;+0:2],[C;+0:1]-[O;+0:2]>>C-C-C-C-C-C-O-[C;+0:1]=[O;+0:2],"[(1, 2)]","{1: -2, 2: -1}"
19067,CBr>>O=C(-C-[Br;+0:1])-c1:c:c:c(-N2-C-C-C-C-C-2):c:c:1.[C;+0:2],[Br;+0:1]-[C;+0:2]>>O=C(-C-[Br;+0:1])-c1:c:c:c(-N2-C-C-C-C-C-2):c:c:1.[C;+0:2],"[(2, 1)]","{2: 1, 1: 0}"
19068,NC=O>>O=C(-[N;+0:1])-C-C1-C-C-O-C-C-1.O=[C;+0:2]-[O;+0:3],[N;+0:1]-[C;+0:2]=[O;+0:3]>>O=C(-[N;+0:1])-C-C1-C-C-O-C-C-1.O=[C;+0:2]-[O;+0:3],"[(2, 1)]","{2: 0, 3: 1, 1: 0}"
19069,CCl>>C-O-[c;+0:1].[Cl;+0:2]-c1:c:c:c:c:c:1-C-[Zn+],[c;+0:1]-[Cl;+0:2]>>C-O-[c;+0:1].[Cl;+0:2]-c1:c:c:c:c:c:1-C-[Zn+],"[(1, 2)]","{1: 0, 2: 0}"
19070,[NH]:[C]=O>>O-c1:c:c:c(-[O;+0:1]-[c;+0:2]:[n;+0:3]):c:c:1,[O;+0:1]=[c;+0:2]:[n;+0:3]>>O-c1:c:c:c(-[O;+0:1]-[c;+0:2]:[n;+0:3]):c:c:1,"[(2, 1)]","{3: -1, 2: 0, 1: 0}"
19071,C#CC[N]:N:[NH]>>Br-[C;+0:1]-[C;+0:2]#[C;+0:3].[n;+0:4]:[n;+0:5]:[n;+0:6],[C;+0:1]#[C;+0:2]-[C;+0:3]-[n;+0:4]:[n;+0:5]:[n;+0:6]>>Br-[C;+0:1]-[C;+0:2]#[C;+0:3].[n;+0:4]:[n;+0:5]:[n;+0:6],"[(3, 4)]","{4: 0, 3: -1, 2: 0, 1: 1, 5: 0, 6: 1}"
19072,C#N>>C-c1:c:c:c(-S(=O)(=O)-O-[C;+0:1]):c:c:1.[C-]#[N;+0:2],[C;+0:1]#[N;+0:2]>>C-c1:c:c:c(-S(=O)(=O)-O-[C;+0:1]):c:c:1.[C-]#[N;+0:2],"[(1, 2)]","{1: 2, 2: 0}"
19073,[OH-]>>C-N1-C-C-C23-C4-C=C-C(-[O;+0:1])-C-2-O-c2:c(-O):c:c:c(:c:2-3)-C-C-4-1,[O;-1:1]>>C-N1-C-C-C23-C4-C=C-C(-[O;+0:1])-C-2-O-c2:c(-O):c:c:c(:c:2-3)-C-C-4-1,[1],{1: 0}
19074,O=CO>>C-C1(-C)-O-c2:c:c:c:c:c:2-C(=O)-N-1-[C;+0:1]=[O;+0:2].[O;+0:3],[O;+0:2]-[C;+0:1]=[O;+0:3]>>C-C1(-C)-O-c2:c:c:c:c:c:2-C(=O)-N-1-[C;+0:1]=[O;+0:2].[O;+0:3],"[(1, 3)]","{1: 0, 2: -1, 3: 2}"
19075,NCO>>C-[C;+0:1](=O)-[O;-1:2].[N;+0:3],[N;+0:3]-[C;+0:1]-[O;+0:2]>>C-[C;+0:1](=O)-[O;-1:2].[N;+0:3],"[(1, 3)]","{3: 1, 1: -2, 2: -1}"
19076,CO>>C-O-S(=O)-[O;+0:1].O-[c;+0:2],[O;+0:1]-[c;+0:2]>>C-O-S(=O)-[O;+0:1].O-[c;+0:2],"[(2, 1)]","{1: 0, 2: 0}"
19077,O=CO>>O=[N+](-[O-])-[O;+0:1].[C;+0:2].[O;+0:3],[O;+0:3]=[C;+0:2]-[O;+0:1]>>O=[N+](-[O-])-[O;+0:1].[C;+0:2].[O;+0:3],"[(2, 1), (2, 3)]","{1: 0, 2: 3, 3: 2}"
19078,CO[CH]:[NH]>>O-[c;+0:1].[O;+0:2]=[c;+0:3]:[n;+0:4],[c;+0:1]-[O;+0:2]-[c;+0:3]:[n;+0:4]>>O-[c;+0:1].[O;+0:2]=[c;+0:3]:[n;+0:4],"[(1, 2)]","{3: 0, 2: 0, 1: 0, 4: 1}"
19079,NCCO>>C-C(-C)(-C)-O-O-C(=O)-[N;+0:1]-[C;+0:2]-[C;+0:3]-[O;-1:4],[N;+0:1]-[C;+0:2]-[C;+0:3]-[O;+0:4]>>C-C(-C)(-C)-O-O-C(=O)-[N;+0:1]-[C;+0:2]-[C;+0:3]-[O;-1:4],[1],"{2: 0, 3: 0, 4: -1, 1: -1}"
19080,C[N]:C:[NH]>>F-C(-F)(-F)-S(=O)(=O)-O-[C;+0:1].[n;+0:2]:[c;+0:3]:[n;+0:4],[C;+0:1]-[n;+0:2]:[c;+0:3]:[n;+0:4]>>F-C(-F)(-F)-S(=O)(=O)-O-[C;+0:1].[n;+0:2]:[c;+0:3]:[n;+0:4],"[(1, 2)]","{3: 0, 2: 0, 1: 0, 4: 1}"
19081,CC>>C-[C;+0:1](-C)-I.[C;+0:2],[C;+0:2]-[C;+0:1]>>C-[C;+0:1](-C)-I.[C;+0:2],"[(1, 2)]","{2: 1, 1: -2}"
19082,CN.Cl>>O-[C;+0:1]=O.[Cl;-1:2].[N;+0:3],[C;+0:1]-[N;+0:3].[Cl;+0:2]>>O-[C;+0:1]=O.[Cl;-1:2].[N;+0:3],"[(1, 3)]","{2: -1, 1: -2, 3: 1}"
19083,CC=O>>O-C(=O)-[O;-1:1].O=[N+](-[O-])-[C;+0:2]=[C;+0:3],[C;+0:3]-[C;+0:2]=[O;+0:1]>>O-C(=O)-[O;-1:1].O=[N+](-[O-])-[C;+0:2]=[C;+0:3],"[(2, 1)]","{3: -1, 2: 0, 1: 0}"
19084,C=CC>>C=[C;+0:1]-[C;+0:2]-Cl.O=[C;+0:3],[C;+0:1]=[C;+0:2]-[C;+0:3]>>C=[C;+0:1]-[C;+0:2]-Cl.O=[C;+0:3],"[(2, 3)]","{3: -1, 2: 1, 1: -1}"
19085,O=CO>>C-C(-C(-O)-c1:c:c:c:c:c:1)-N(-C)-[C;+0:1]=[O;+0:2].[O;+0:3],[O;+0:3]=[C;+0:1]-[O;+0:2]>>C-C(-C(-O)-c1:c:c:c:c:c:1)-N(-C)-[C;+0:1]=[O;+0:2].[O;+0:3],"[(1, 3)]","{1: 0, 2: -1, 3: 2}"
19086,CCC>>C-[Si](-C)(-C)-[C;+0:1].N#[C;+0:2].C=[C;+0:3],[C;+0:2]-[C;+0:3]-[C;+0:1]>>C-[Si](-C)(-C)-[C;+0:1].N#[C;+0:2].C=[C;+0:3],"[(1, 3), (2, 3)]","{1: 0, 3: 0, 2: -2}"
19087,C[N]:[NH].Cl>>Br-[C;+0:1].[Cl;-1:2].[n;+0:3]:[n;+0:4],[C;+0:1]-[n;+0:3]:[n;+0:4].[Cl;+0:2]>>Br-[C;+0:1].[Cl;-1:2].[n;+0:3]:[n;+0:4],"[(1, 3)]","{2: -1, 3: 0, 1: 0, 4: 1}"
19088,CCSC>>Br-[C;+0:1].[C;+0:2]=[S;+0:3].[c;+0:4],[C;+0:1]-[S;+0:3]-[C;+0:2]-[c;+0:4]>>Br-[C;+0:1].[C;+0:2]=[S;+0:3].[c;+0:4],"[(2, 4), (1, 3)]","{4: 1, 2: 0, 3: 0, 1: 0}"
19089,N>>C-C(-C)-C-C-[n;+0:1],[n;+0:1]>>C-C(-C)-C-C-[n;+0:1],[1],{1: -1}
19090,[NH]:C(:[NH])CC(N)=O>>C-C-[O;+0:1]-[C;+0:2](=O)-[C;+0:3]-[c;+0:4](:[n;+0:5]):[n;+0:6].[N;+0:7],[N;+0:7]-[C;+0:2](=[O;+0:1])-[C;+0:3]-[c;+0:4](:[n;+0:5]):[n;+0:6]>>C-C-[O;+0:1]-[C;+0:2](=O)-[C;+0:3]-[c;+0:4](:[n;+0:5]):[n;+0:6].[N;+0:7],"[(2, 7)]","{5: -1, 4: 0, 3: 0, 2: 0, 1: 0, 7: 1, 6: 1}"
19091,NC=O>>O=C(-[N;+0:1])-c1:c:c:c:o:1.O=[C;+0:2]-[O;+0:3],[N;+0:1]-[C;+0:2]=[O;+0:3]>>O=C(-[N;+0:1])-c1:c:c:c:o:1.O=[C;+0:2]-[O;+0:3],"[(2, 1)]","{1: 0, 2: 0, 3: 1}"
19092,CC>>C-O-C(=O)-C1-C-C-[C;+0:1]-C-C-1.[C;+0:2],[C;+0:1]-[C;+0:2]>>C-O-C(=O)-C1-C-C-[C;+0:1]-C-C-1.[C;+0:2],"[(1, 2)]","{2: 1, 1: -1}"
