,Template,Frequency,Class
17986,[N;+0:3]-[C;+0:2]=[S;+0:1]>>C-C(-N)=[S;+0:1].[C;+0:2]#[N;+0:3],16,17987
17987,[C;+0:1]-[O;+0:2]>>C-[Si](-C)(-Cl)-[C;+0:1].[O;+0:2],16,17988
17988,[C;+0:1]-[S;+0:3]-[c;+0:4]:[n;+1:5].[Cl;-1:2]>>[C;+0:1]-[Cl;+0:2].[S;+0:3]=[c;+0:4]:[n;+0:5],16,17989
17989,[C;+0:1]-[P;+0:3]=[O;+0:2]>>Br-[C;+0:1].C-C(-C)-[O;+0:2]-[P;+0:3],16,17990
17990,[O;+0:1]=[C;+0:2]-[O;+0:3]>>C-C(-C)-[O;+0:1]-[C;+0:2]=[O;+0:3],16,17991
17991,[O;+0:1]-[c;+0:2]>>Cl-c1:c:c:c:c(-C(=O)-O-[O;+0:1]):c:1.O=C-[c;+0:2],16,17992
17992,[O;+0:1]=[S;+0:2]>>C-C-[O;+0:1]-C(-C)=O.[S;+0:2],16,17993
17993,[Cl;+0:2]-[c;+0:1]>>C-O-[c;+0:1].Cl-P(-Cl)(=O)-[Cl;+0:2],16,17994
17994,[O;+0:3]-[C;+0:4]-[C;+0:5]-[C;+0:6]-[C;+0:1]-[C;+0:2]-[N;+0:7]>>[C;+0:1]1-[C;+0:2]-[O;+0:3]-[C;+0:4]-[C;+0:5]-[C;+0:6]-1.[N;+0:7],16,17995
17995,[c;+0:1]-[N;+0:2]-[c;+0:3]:[n;+0:4]:[n;+0:5]>>Cl-[c;+0:1].[N;+0:2]-[c;+0:3]:[n;+0:4]:[n;+0:5],16,17996
17996,[C;+0:1]-[N;+0:3]-[S;+0:2]>>Cl-[C;+0:1].Cl-[S;+0:2].[N;+0:3],16,17997
17997,[C;+0:1]=[C;+0:2]>>C-N-[C;+0:1].[C;+0:2],16,17998
17998,[O;+0:2]=[N;+1:1]-[C;+0:3]>>O=[N;+1:1]-[O;+0:2].[C;+0:3],16,17999
17999,[O;+0:2]=[C;+0:1]-[c;+0:3]>>O-[C;+0:1](=O)-[O;-1:2].[c;+0:3],16,18000
18000,[O;+0:4]-[C;+0:3]-[C;+0:2]-[C;+0:1]-[C;+0:6]-[C;+0:5]-[N;+0:7]>>[C;+0:1]1-[C;+0:2]-[C;+0:3]-[O;+0:4]-[C;+0:5]-[C;+0:6]-1.[N;+0:7],16,18001
18001,[C;+0:1]=[N;+0:4]-[C;+0:3]#[N;+0:2]>>S=[C;+0:1].[N;+0:2]-[C;+0:3]#[N;+0:4],16,18002
18002,[O;+0:2]-[C;+0:1]-[n;+0:3]>>C-[C;+0:1](-C)=[O;+0:2].[n;+0:3],16,18003
18003,[C;+0:2]=[C;+0:1]-[C;+0:3]>>O=[C;+0:1]-[C;+0:2].[C;+0:3],16,18004
18004,[C;+0:1]-[O;+0:2]>>I-[C;+0:1].[O;-1:2],17,18005
18005,[C;+0:1]-[N;+0:3]-[C;+0:2]>>C-C-O-[C;+0:1].C-O-[C;+0:2].[N;+0:3],17,18006
18006,[O;+0:1]-[C;+0:2]>>O-[O;+0:1].[C;+0:2],17,18007
18007,[C;+0:1]-[C;+0:2]>>C-O-N(-C)-[C;+0:1].[C;+0:2]-[Li],17,18008
18008,[c;+0:1]-[P;+0:2]>>Br-[c;+0:1].Cl-[P;+0:2],17,18009
18009,[C;+0:1]-[S;+0:4]-[C;+0:3]=[N;+0:2]>>O-[C;+0:1].[N;+0:2]-[C;+0:3]=[S;+0:4],17,18010
18010,[C;+0:1]-[C;+0:2]-[C;+0:3]>>Br-[C;+0:1].[C;+0:2]=[C;+0:3],17,18011
18011,[S;+0:1]-[N;+0:2]>>Cl-[S;+0:1].O=[N;+1:2]-[O-],17,18012
18012,[C;+0:1]=[C;+0:2]>>O-C(=O)-[C;+0:1].O=[C;+0:2],17,18013
18013,[c;+0:1]-[C;+0:2]>>Cl-[c;+0:1].[C;+0:2]-[K],17,18014
18014,[C;+0:1]=[N;+0:2]-[N;+0:3]>>C-C(=O)-[C;+0:1].O=[N;+0:2]-[O-].[N;+0:3],17,18015
18015,[C;+0:1]-[n;+0:4]:[c;+0:3]:[n;+0:2]>>O=[C;+0:1](-[O-])-[O-].[n;+0:2]:[c;+0:3]:[n;+0:4],17,18016
18016,[O;+0:2]-[C;+0:1]=[O;+0:3]>>C-[C;+0:1]=[O;+0:2].[O;-1:3],17,18017
18017,[C;+0:2]-[O;+0:1]>>C-C(=O)-[O;+0:1].N-[C;+0:2],17,18018
18018,[C;+0:1]-[S;+0:2]-[c;+0:3](:[n;+0:4]):[n;+0:5]>>Br-[C;+0:1].[S;+0:2]-[c;+0:3](:[n;+0:4]):[n;+0:5],17,18019
18019,[I;+0:1]-[c;+0:2]>>O-[I2;+2:1](-[O-])-[O-].[c;+0:2],17,18020
18020,[N;+0:4]-[C;+0:1](-[N;+0:2])=[N;+0:3]>>Br-[C;+0:1]#[N;+0:2].[N;+0:3].[N;+0:4],17,18021
18021,[C;+0:2]=[C;+0:1](-[O;+0:3])-[c;+0:4]>>C-C-O-[C;+0:1](-[C;+0:2])=[O;+0:3].[c;+0:4],17,18022
18022,[O;-1:1]-[n;+1:2]>>N-C(-N)=[O;+0:1].[n;+0:2],17,18023
18023,[C;+0:1]-[n;+0:2]>>C-N(-C)-[C;+0:1]=O.[n;+0:2],17,18024
18024,[C;+0:1]-[N;+0:3]-[C;+0:2]>>C-N(-[C;+0:1])-[C;+0:2].[N;+0:3],17,18025
18025,[O;+0:1]=[C;+0:2]-[N;+0:3]>>C-C-C-C-[O;+0:1]-[C;+0:2]=O.[N;+0:3],17,18026
18026,[N;+0:1]-[C;+0:2]=[O;+0:3]>>C-[N;+0:1].O=[C;+0:2]-[O;+0:3],17,18027
18027,[C;+0:1]1-[C;+0:2]-[C;+0:3]-1>>Cl-[C;+0:1].[C;+0:2]=[C;+0:3],17,18028
18028,[C;+0:1]-[n;+0:5]:[c;+0:4]:[n;+1:3].[I;-1:2]>>[C;+0:1]-[I;+0:2].[n;+0:3]:[c;+0:4]:[n;+0:5],17,18029
18029,[C;+0:1]-[N;+0:2]>>N-[C;+0:1].O=[N;+1:2]-[O-],17,18030
18030,[O;+0:2]=[C;+0:1]-[N;+0:3]>>O=[C;+0:1]-[O;+0:2]-C-c1:c:c:c:c:c:1.[N;+0:3],17,18031
18031,[O;+0:2]=[C;+0:1]-[O;+0:3]>>O=[C;+0:1]-[O;-1:2].[O;+0:3],17,18032
18032,[Cl;+0:1]-[S;+0:2]=[O;+0:3]>>Cl-P(-Cl)(=O)-[Cl;+0:1].O=[S;+0:2]-[O;+0:3],17,18033
18033,[O;+0:2]=[C;+0:1]-[c;+0:3]>>O=[C;+0:1](-[O-])-[O;-1:2].[c;+0:3],17,18034
18034,[O;+0:1]=[N;+1:2]-[O;-1:3]>>[O;+0:1]-[N;+1:2]=[O;+0:3],17,18035
18035,[C;+0:1]-[N;+0:2]-[O;+0:3]>>[C;+0:1].[N;+0:2]=[O;+0:3],17,18036
18036,[C;+0:1]-[C;+0:2]-[P;+0:3]>>[C;+0:1]=[C;+0:2].[P;+0:3],17,18037
18037,[C;+0:1]-[S;+0:2]>>[C;+0:1].[S;+0:2],17,18038
18038,[C;+0:1]-[S;+0:2]>>Br-[C;+0:1].N-C(-N)=[S;+0:2],17,18039
18039,[C;+0:1]-[S;+0:2]>>C-S(=O)(=O)-O-[C;+0:1].[S;-1:2],17,18040
18040,[C;+0:1]-[N;+0:2]>>[C;+0:1]-O-C-c1:c:c:c:c:c:1.[N;+0:2],17,18041
18041,[c;+0:1]-[N;+0:2]>>F-[c;+0:1].[N;-1:2],17,18042
18042,[O;+0:2]-[C;+0:1]-[c;+0:6]:[c;+0:5]-[C;+0:4]-[C;+0:3]-[N;+0:7]>>[C;+0:1]1-[O;+0:2]-[C;+0:3]-[C;+0:4]-[c;+0:5]:[c;+0:6]-1.[N;+0:7],17,18043
18043,[C;+0:3]-[C;+0:2]-[c;+0:1]>>Br-[c;+0:1].[C;+0:2]-C-C-C-[C;+0:3]-P(-C1-C-C-C-C-C-1)-C1-C-C-C-C-C-1,17,18044
18044,[Br;+0:1]-[c;+0:2]>>Br-C(-Cl)(-Cl)-C(-Cl)(-Cl)-[Br;+0:1].[c;+0:2],17,18045
18045,[O;+0:3]-[C;+0:2]-[C;+0:1]-[O;+0:4]>>[C;+0:1]1-[C;+0:2]-[O;+0:3]-1.[O;-1:4],17,18046
18046,[S;+0:2]-[c;+0:1]>>O=[N+](-[O-])-[c;+0:1].[S;-1:2],17,18047
18047,[O;+0:3]-[C;+0:1]-[C;+0:2]-[F;+0:4]>>[C;+0:1]1-[C;+0:2]-[O;+0:3]-1.[F;+0:4],17,18048
18048,[c;+0:1]-[C;+0:2]>>Br-[c;+0:1].[C;+0:2]-N1-C-C-C-C-C-1,17,18049
18049,[C;+0:2]-[C;+0:3]-[c;+0:1]>>O-B(-O)-[c;+0:1].[C;+0:2]=[C;+0:3],17,18050
18050,[C;+0:1]-[N;+0:2]-[C;+0:3]-[C;+0:4]-[O;+0:5]>>C-C-O-[C;+0:1].[N;+0:2]-[C;+0:3]-[C;+0:4]-[O;-1:5],17,18051
18051,[c;+0:1]-[n;+0:2]>>[c;+0:1].[n;+0:2],17,18052
18052,[C;+0:1]-[C;+0:2]>>C1-C-O-[C;+0:1]-C-1.[C;+0:2],17,18053
18053,[C;+0:1]-[P;+1:3].[I;-1:2]>>[C;+0:1]-[I;+0:2].[P;+0:3],17,18054
18054,[c;+0:1]-[C;+0:2]>>Br-[c;+0:1].[C;+0:2]-[O-],17,18055
18055,[C;+0:2]#[C;+0:1]>>O=[C;+0:1].O=[C;+0:2](-[O-])-[O-],17,18056
18056,[C;+0:2]#[N;+0:1]>>O-S(=O)(=O)-O-[N;+0:1].O=[C;+0:2],17,18057
18057,[c;+0:1]-[C;+0:2]>>I-[c;+0:1].[C;-1:2],17,18058
18058,[N;+0:3]-[C;+0:1]-[N;+0:2]>>O=[C;+0:1](-[O-])-[O-].[N;+0:2].[N;+0:3],17,18059
18059,[C;+0:2]-[Cl;+0:1]>>Cl-C(-Cl)(-Cl)-[Cl;+0:1].[C;+0:2],17,18060
18060,[C;+0:1]-[O;+0:2]>>O=C1-O-C-C(-C-c2:c:c:c:c:c:2)-N-1-[C;+0:1]=[O;+0:2],17,18061
18061,[Br;+0:1]-[c;+0:2]>>Br-P(-Br)-[Br;+0:1].O-[c;+0:2],18,18062
18062,[O;+0:3]-[C;+0:1]-[C;+0:2]-[Cl;+0:4]>>[C;+0:1]1-[C;+0:2]-[O;+0:3]-1.[Cl;+0:4],18,18063
18063,[C;+0:3]-[C;+0:2]=[O;+0:1]>>O-S(=O)(=O)-[O;+0:1].[C;+0:2]#[C;+0:3],18,18064
18064,[N;+0:1]#[C;+0:2]-[c;+0:3]>>C-[N;+0:1](-[C;+0:2])-C=O.F-C(-F)(-F)-S(=O)(=O)-O-[c;+0:3],18,18065
18065,[O;+0:3]-[C;+0:1]-[C;+0:2]-[O;+0:4]>>[C;+0:1]=[C;+0:2].[O;+0:3].[O;+0:4],18,18066
18066,[C;+0:2]1-[C;+0:3]-[O;+0:1]-1>>O-C(=O)-[O;-1:1].[C;+0:2]=[C;+0:3],18,18067
18067,[C;+0:2]=[C;+0:3]-[c;+0:1]>>Br-[c;+0:1].C-C-N(-C-C)-[C;+0:2]-[C;+0:3],18,18068
18068,[N;+0:2]-[C;+0:1]-[c;+0:3]>>O-C-[C;+0:1].[N;+0:2].[c;+0:3],18,18069
18069,[N;+0:1]-[c;+0:2]>>O=[N;+0:1]-[O-].[c;+0:2],18,18070
18070,[C;+0:1]-[O;+0:2]>>Br-[C;+0:1].[O-]-C=[O;+0:2],18,18071
18071,[N;+0:1]-[C;+0:2]=[O;+0:3]>>C-C-[N;+0:1].O=[C;+0:2]-[O;+0:3],18,18072
18072,[O;+0:2]-[C;+0:1]-[C;+0:3]>>[C;+0:1]=[O;+0:2].[C;-1:3],18,18073
18073,[O;+0:3]=[C;+0:2]-[O;+0:1]>>O-S(=O)(=O)-[O;+0:1].[C;+0:2]-[O;+0:3],18,18074
18074,[C;+0:1]-[c;+0:2]>>[C;+0:1]-N1-C-C-O-C-C-1.[c;+0:2],18,18075
18075,[O;+0:1]-[c;+0:2]>>Cl-c1:c:c:c:c(-C(=[O;+0:1])-O-O):c:1.O=C-[c;+0:2],18,18076
18076,[C;+0:1]-[N;+0:4]-[C;+0:2]=[O;+0:3]>>O-[C;+0:1].O=[C;+0:2]-[O;+0:3].[N;+0:4],18,18077
18077,[C;+0:1]-[O;+0:2]>>F-S(=O)(=O)-[C;+0:1]-C(-O)=O.[O;+0:2],18,18078
18078,[C;+0:2]-[c;+0:1]>>Br-[c;+0:1].C-C(=O)-O-[C;+0:2],18,18079
18079,[N;-1:1]=[N;+1:3]=[N;+0:2]>>O=[N;+0:1]-[O-].[N;+0:2]-[N;+0:3],18,18080
18080,[S;+0:1]-[O;-1:2]>>Cl-[S;+0:1]=[O;+0:2],18,18081
18081,[O;+0:1]=[c;+0:2]:[n;+0:3]>>C-C(-C)(-C)-[O;+0:1]-[c;+0:2]:[n;+0:3],18,18082
18082,[O;+0:2]=[C;+0:1]-[n;+0:3]>>O=[C;+0:1]-[O;+0:2]-c1:c:c:c:c:c:1.[n;+0:3],18,18083
18083,[C;+0:2]-[C;+0:1]-[N;+0:3]>>O=[C;+0:1].[C;-1:2].[N;+0:3],18,18084
18084,[O;+0:1]-[c;+0:2]>>[O;+0:1].[c;+0:2]-O-c1:c:c:c2:c(:c:1)-C-C-C(-c1:c:c:c:c:c:1)-O-2,18,18085
18085,[O;+0:1]=[C;+0:2]-[c;+0:3]>>C-C(-C)(-C)-[O;+0:1]-[C;+0:2]=O.O-C(=O)-[c;+0:3],18,18086
18086,[c;+0:1]-[N;+0:2]>>Cl-[c;+0:1].O=[N;+1:2]-[O-],18,18087
18087,[N;+0:3]=[C;+0:1](-[N;+0:2])-[O;+0:4]>>Br-[C;+0:1]#[N;+0:2].[N;+0:3].[O;+0:4],18,18088
18088,[C;+0:1]=[C;+0:2]>>N=[C;+0:1].[C;+0:2],18,18089
18089,[N;+0:2]-[C;+0:1]=[N;+0:3]>>C-C-O-[C;+0:1]=[N;+0:2].[N;+0:3],18,18090
18090,[C;+0:3]-[C;+0:2]-[N;+0:1]>>C-[Si](-C)(-C)-[N;+0:1]=[C;+0:2].[C;+0:3],18,18091
18091,[C;+0:1]-[O;+0:2]>>Br-[C;+0:1].C-C(=O)-[O;-1:2],18,18092
18092,[C;+0:1]=[C;+0:2]-[C;+0:3]-[n;+0:4]>>I-[C;+0:1]-[C;+0:2]=[C;+0:3].[n;+0:4],18,18093
18093,[C;+0:1]-[C;+0:2]>>O=[C;+0:1].[C;+0:2]-[Mg+],18,18094
18094,[C;+0:2]-[O;+0:1]>>C-C(-C)(-C)-[O;+0:1].O-[C;+0:2],18,18095
18095,[C;+0:1]-[N;+0:2]>>[C;+0:1]=[N+]=[N-].[N;+0:2],18,18096
18096,[N;+0:2]-[c;+0:1]>>O-C(=O)-[c;+0:1].O=P(-[N;+0:2]=[N+]=[N-])(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,18,18097
18097,[C;+0:1]=[C;+0:2]-[C;+0:3]-[O;+0:4]>>O-[C;+0:1]-[C;+0:2]=[C;+0:3].[O;+0:4],19,18098
18098,[C;+0:1]-[O;+0:2]>>C-C(-C)(-[C;+0:1])-[O-].[O;+0:2],19,18099
18099,[C;+0:1]=[N;+0:2]>>C-C-C-C-N=[C;+0:1].[N;+0:2],19,18100
18100,[Br;+0:1]-[C;+0:2]>>Br-P(-[Br;+0:1])(-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1.O-[C;+0:2],19,18101
18101,[C;+0:2]=[C;+0:1]>>C-[Si](-C)(-C)-[N-]-[Si](-C)(-C)-[C;+0:1].O=[C;+0:2],19,18102
18102,[C;+0:1]-[N;+0:2]>>Cl-[C;+0:1].[N;+0:2]-C(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,19,18103
18103,[c;+0:1]-[C;+0:2]>>Br-[c;+0:1].[C;+0:2]-N1-C-C-O-C-C-1,19,18104
18104,[C;+0:1]-[C;+0:2]>>C-[C;+0:1].[C;+0:2],19,18105
18105,[O;+0:2]-[Si;+0:1]>>C-N(-[Si;+0:1])-[SiH](-C)-C.[O;+0:2],19,18106
18106,[C;+0:1]=[N;+0:2]>>N=[C;+0:1].[N;+0:2],19,18107
18107,[C;+0:1]-[c;+0:2]>>Cl-[C;+0:1].O-[c;+0:2],19,18108
18108,[Cl;+0:1]-[c;+0:2]>>Cl-C(=O)-C(=O)-[Cl;+0:1].O-[c;+0:2],19,18109
18109,[Br;+0:1]-[C;+0:2]>>Br-S(=O)-[Br;+0:1].O-[C;+0:2],19,18110
18110,[N;+0:1]-[c;+0:2]>>[N;+0:1].[c;+0:2]-O-c1:c:c:c:c:c:1,19,18111
18111,[N;+0:2]-[S;+0:1]-[O;+0:3]>>Cl-[S;+0:1]-Cl.[N;+0:2].[O;+0:3],19,18112
18112,[c;+0:1]-[c;+0:2]>>Br-[c;+0:1].[Mg+]-[c;+0:2],19,18113
18113,[Cl;+0:1]-[c;+0:2]>>Cl-C-[Cl;+0:1].[c;+0:2],19,18114
18114,[C;+0:3]-[C;+0:2]=[O;+0:1]>>C-C(=O)-[O;+0:1]-[C;+0:2].[C;+0:3],19,18115
18115,[C;+0:1]=[N;+0:2]>>[C;+0:1](-c1:[nH]:c:c:n:1)-c1:[nH]:c:c:n:1.[N;+0:2],19,18116
18116,[c;+0:1]-[C;+0:2]>>F-[c;+0:1].[C;+0:2]-[Na],19,18117
18117,[c;+0:1]-[C;+0:4]-[C;+0:3]-[Br;+0:2]>>N-[c;+0:1].[Br;+0:2].[C;+0:3]=[C;+0:4],19,18118
18118,[C;+0:1]-[S;+0:2]>>C-O-S(=O)(=O)-O-[C;+0:1].[S;+0:2],19,18119
18119,[C;+0:2]-[Cl;+0:1]>>C-c1:c:c:c(-S(=O)(=O)-[Cl;+0:1]):c:c:1.O-[C;+0:2],19,18120
18120,[C;+0:1]-[N;+0:3]-[C;+0:2]>>Cl-[C;+0:1].O=[C;+0:2].[N;+0:3],19,18121
18121,[O;+0:2]-[C;+0:1]-[N;+0:5]-[C;+0:3]-[N;+0:4]>>O=[C;+0:1].[O;+0:2].[C;+0:3]=[N;+0:4].[N;+0:5],19,18122
18122,[C;+0:2]-[N;+0:1]>>N-[N;+0:1].O=C1-N-C(=O)-c2:c(-[C;+0:2]):c:c:c:c:2-1,19,18123
18123,[O;-1:1]-[n;+1:2]>>C-C(=[O;+0:1])-O-O.[n;+0:2],19,18124
18124,[N;+0:2]=[C;+0:1]=[N;+0:3]>>S=[C;+0:1](-[N;+0:2])-[N;+0:3],19,18125
18125,[C;+0:1]-[N;+0:2]>>Br-[C;+0:1].C-C(-C)(-C)-O-C(=O)-[N;+0:2],19,18126
18126,[C;+0:1]-[c;+0:2]>>C-C-O-[C;+0:1].O=C-[c;+0:2],19,18127
18127,[C;+0:2]-[O;+0:1]>>O-S(=O)(=O)-[O;+0:1].[C;+0:2],19,18128
18128,[C;+0:1]-[c;+0:2]>>C-C(-C)(-C)-O-[C;+0:1].Cl-C(=O)-[c;+0:2],19,18129
18129,[C;+0:1]-[n;+0:2]>>[C;+0:1].[n;+0:2],19,18130
18130,[C;+0:2]-[C;+0:1]-[N;+0:3]>>O=[C;+0:1].[C;+0:2]-[Na].[N;+1:3],19,18131
18131,[C;+0:1]-[C;+0:2]-[O;+0:3]>>C-C(=O)-O-C-[C;+0:1].[C;+0:2]=[O;+0:3],19,18132
18132,[N;+0:2]-[c;+0:1]>>C-c1:c:c:c(-S(=O)(=O)-O-[c;+0:1]):c:c:1.[N;+0:2],19,18133
18133,[C;+0:1]-[S;+0:4]-[C;+0:3]=[O;+0:2]>>Cl-[C;+0:1].[O;-1:2]-[C;+0:3]=[S;+0:4],19,18134
18134,[c;+0:1]-[n;+0:2]:[n;+0:3]>>Cl-[c;+0:1].[n;+0:2]:[n;+0:3],19,18135
18135,[F;+0:1]-[c;+0:2]>>F-[B-](-F)(-F)-[F;+0:1].[c;+0:2],19,18136
18136,[C;+0:1]-[O;+0:2]>>O-[C;+0:1].[O;-1:2],19,18137
18137,[C;+0:1]-[c;+0:2]>>O-C(=O)-[C;+0:1].[c;+0:2],19,18138
18138,[C;+0:1]-[C;+0:2]-[c;+0:3]>>[C;+0:1]=[C;+0:2].[Mg+]-[c;+0:3],19,18139
18139,[Br;+0:1]-[c;+0:2]>>Br-C(-Br)-[Br;+0:1].N-[c;+0:2],19,18140
18140,[O;+0:2]-[P;+0:1]-[O;+0:3]>>Cl-[P;+0:1]-Cl.[O;+0:2].[O;+0:3],20,18141
18141,[N;+0:2]-[C;+0:1]-[O;+0:3]>>C-O-[C;+0:1]-O-C.[N;+0:2].[O;+0:3],20,18142
18142,[C;+0:1]-[c;+0:2]>>C-C1(-C)-O-B(-[C;+0:1])-O-C-1(-C)-C.I-[c;+0:2],20,18143
18143,[C;+0:1]-[C;+0:2]>>Br-[C;+0:1](-Br)-Br.O-C-[C;+0:2],20,18144
18144,[C;+0:1]-[C;+0:2]=[O;+0:3]>>O=[C;+0:1].[C;+0:2]-[O;+0:3]-C-[P+](-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,20,18145
18145,[C;+0:2]-[N;+0:1]>>C-C-[N;+0:1](-C-C)-C-C.O-C(=O)-[C;+0:2],20,18146
18146,[C;+0:1]-[N;+0:3]-[C;+0:2]>>C-C-O-[C;+0:1].[C;+0:2]#[N;+0:3],20,18147
18147,[C;+0:1]-[S;+0:2]>>Cl-[C;+0:1].N#C-[S;+0:2],20,18148
18148,[C;+0:1]-[C;+0:3]-[C;+0:2]>>[C;+0:1]-[Li].[C;+0:2]=[C;+0:3],20,18149
18149,[Br;+0:1]-[C;+0:2]>>Br-N1-C(=O)-N(-[Br;+0:1])-C(-C)(-C)-C-1=O.[C;+0:2],20,18150
18150,[C;+0:1]-[S;+0:4]-[C;+0:3]=[N;+0:2]>>Br-[C;+0:1].[N;+0:2]-[C;+0:3]=[S;+0:4],20,18151
18151,[C;+0:2]=[C;+0:1]-[c;+0:3]>>C-C-C-C-[Sn](-C-C-C-C)(-C=C)-[C;+0:1]-[C;+0:2]-C-C.Cl-[c;+0:3],20,18152
18152,[C;+0:1]-[N;+0:2]>>Cl-[C;+0:1]-Cl.[N;+0:2],20,18153
18153,[Cl;+0:1]-[c;+0:2]>>Cl-C(-Cl)-[Cl;+0:1].[c;+0:2],20,18154
18154,[c;+0:1]-[O;+0:2]>>N-[c;+0:1].[O;+0:2],20,18155
18155,[C;+0:2]=[C;+0:1]-[C;+0:3]>>O=[C;+0:1]-[C;+0:2].[C;+0:3]-[Mg+],20,18156
18156,[c;+0:1]-[S;+0:2]>>Br-[c;+0:1].Cl-[S;+0:2],20,18157
18157,[N;+0:1]-[C;+0:2]>>C-[N;+0:1]1-C-C-O-C-C-1.O-[C;+0:2],20,18158
18158,[N;+0:2]-[S;+0:1]-[N;+0:3]>>N-[S;+0:1]-N.[N;+0:2].[N;+0:3],20,18159
18159,[O;+0:1]-[C;+0:2]>>C-[O;+0:1].[C;+0:2],20,18160
18160,[c;+0:1]-[C;+0:2]>>I-[c;+0:1].N#C-[Cu]-[C;+0:2],20,18161
18161,[C;+0:1]-[C;+0:2]=[C;+0:3]-[O;+0:4]>>Cl-[C;+0:1].[C;+0:2]-[C;+0:3]=[O;+0:4],20,18162
18162,[C;+0:1]-[C;+0:2]-[P;+0:4]=[O;+0:3]>>[C;+0:1]=[C;+0:2].[O;-1:3]-[P;+0:4],20,18163
18163,[C;+0:1]-[n;+0:4]:[c;+0:3]:[n;+0:2]>>C-C(=O)-O-[C;+0:1].[n;+0:2]:[c;+0:3]:[n;+0:4],20,18164
18164,[O;+0:3]=[C;+0:2]-[O;+0:1]>>O=[Cr](=O)(-[O-])-O-[Cr](=O)(-[O-])=[O;+0:1].[C;+0:2]-[O;+0:3],20,18165
18165,[C;+0:1]-[c;+0:2]>>[C;+0:1]-N1-C-C-C-C-C-1.[c;+0:2],20,18166
18166,[C;+0:2]-[c;+0:1]>>Br-[c;+0:1].O=C(-[C;+0:2])-[O-],20,18167
18167,[C;+0:1]-[N;+0:4]-[C;+0:3]-[N;+0:2]>>O-[C;+0:1].[N;+0:2].[C;+0:3]=[N;+0:4],20,18168
18168,[C;+0:1]-[N;+0:2]>>S-[C;+0:1].[N;+0:2],20,18169
18169,[C;+0:1]-[O;+0:3]-[C;+0:2]-[c;+0:4]>>O-[C;+0:1].[C;+0:2]=[O;+0:3].[c;+0:4],20,18170
18170,[c;+0:1]-[c;+0:2]>>C-[Sn](-C)(-C)-[c;+0:1].Cl-[c;+0:2],20,18171
18171,[N;+0:2]-[C;+0:1](=[N;+0:3])-[O;+0:4]>>S=[C;+0:1]=[N;+0:2].[N;+0:3].[O;+0:4],20,18172
18172,[S;+0:2]-[c;+0:1]>>F-C(-F)(-F)-S(=O)(=O)-O-[c;+0:1].[S;+0:2],20,18173
18173,[C;+0:1]-[N;+0:2]=[C;+0:3]=[S;+0:4]>>Cl-[C;+0:1].[N;+0:2]#[C;+0:3]-[S;-1:4],20,18174
18174,[O;+0:2]-[c;+0:1]>>Br-[c;+0:1].C-O-B(-O-C)-[O;+0:2]-C,20,18175
18175,[C;+0:3]-[C;+0:2]=[O;+0:1]>>C-C(-C)(-C)-[O;+0:1]-[C;+0:2]=O.O-C(=O)-[C;+0:3],20,18176
18176,[c;+0:1]-[C;+0:2]>>N-[c;+0:1].[C;+0:2]-[K],20,18177
18177,[C;+0:1]-[n;+0:2]:[n;+0:3]>>O=[C;+0:1](-[O-])-[O-].[n;+0:2]:[n;+0:3],20,18178
18178,[C;+0:2]=[C;+0:1]>>C-N(-C)-[C;+0:1]-O-C(-C)(-C)-C.[C;+0:2],20,18179
18179,[C;+0:1]=[O;+0:2]>>Br-[C;+0:1].C-C(-C)-[N+](=O)-[O;-1:2],20,18180
18180,[C;+0:1]1-[C;+0:2]-[C;+0:3]-1>>Br-[C;+0:1]-[C;+0:2]-Cl.[C;+0:3],20,18181
18181,[C;+0:1]-[N;+0:4]-[C;+0:3]=[N;+0:2]>>N-[C;+0:1].[N;+0:2].[C;+0:3]#[N;+0:4],20,18182
18182,[Br;+0:2]-[C;+0:1]>>C-c1:c:c:c(-S(=O)(=O)-O-[C;+0:1]):c:c:1.[Br;-1:2],20,18183
18183,[C;+0:1]-[c;+0:2]>>C-[Zn]-[C;+0:1].Cl-[c;+0:2],21,18184
18184,[c;+0:1]-[N;+0:2]>>Br-[c;+0:1].[N;+1:2],21,18185
18185,[O;+0:2]-[C;+0:1]-[O;+0:3]>>Br-[C;+0:1]-Br.[O;+0:2].[O;+0:3],21,18186
18186,[C;+0:1]-[O;+0:4]-[C;+0:3]-[N;+0:2]>>O-[C;+0:1].[N;+0:2].[C;+0:3]=[O;+0:4],21,18187
18187,[C;+0:2]-[C;+0:1]-[N;+0:3]>>C1-C-O-[C;+0:1]-C-O-1.[C;+0:2].[N;+0:3],21,18188
18188,[C;+0:2]-[Cl;+0:1]>>Cl-C(-Cl)-[Cl;+0:1].O-[C;+0:2],21,18189
18189,[O;+0:1]=[S;+0:2]-[c;+0:3](:[n;+0:4]):[n;+0:5]>>Cl-c1:c:c:c:c(-C(=[O;+0:1])-O-O):c:1.[S;+0:2]-[c;+0:3](:[n;+0:4]):[n;+0:5],21,18190
18190,[B;+0:2]-[c;+0:1]>>Br-[c;+0:1].C-C(-C)-O-[B;+0:2],21,18191
